question,ground_truth_id,retrieved_ids,hit,rank,reciprocal_rank
What could happen to people in island nations due to sea level rise?,Climate change_English.pdf_54,"['Climate change_English.pdf_54', 'Climate change_English.pdf_72', 'Climate change_English.pdf_43', 'Climate change_English.pdf_2', 'Climate change_English.pdf_52', 'Climate change_English.pdf_51', 'Climate change_English.pdf_38', 'Climate change_English.pdf_0', 'Climate change_English.pdf_3', 'Climate change_English.pdf_53']",True,1,1.0
What is necessary to limit global warming to less than 1.5 °C?,Climate change_English.pdf_55,"['Climate change_English.pdf_57', 'Climate change_English.pdf_56', 'Climate change_English.pdf_41', 'Climate change_English.pdf_4', 'Climate change_English.pdf_63', 'Climate change_English.pdf_55', 'Climate change_English.pdf_15', 'Climate change_English.pdf_58', 'Climate change_English.pdf_14', 'Climate change_English.pdf_8']",True,6,0.16666666666666666
What level of reduction in global warming is required to meet the 1.5 °C goal?,Climate change_English.pdf_56,"['Climate change_English.pdf_56', 'Climate change_English.pdf_15', 'Climate change_English.pdf_57', 'Climate change_English.pdf_4', 'Climate change_English.pdf_41', 'Climate change_English.pdf_14', 'Climate change_English.pdf_70', 'Climate change_English.pdf_40', 'Climate change_English.pdf_1', 'Climate change_English.pdf_86']",True,1,1.0
What changes are necessary in agriculture and forestry to reduce global warming?,Climate change_English.pdf_57,"['Climate change_English.pdf_57', 'Climate change_English.pdf_66', 'Climate change_English.pdf_1', 'Climate change_English.pdf_3', 'Climate change_English.pdf_72', 'Climate change_English.pdf_14', 'Climate change_English.pdf_51', 'Climate change_English.pdf_26', 'Climate change_English.pdf_24', 'Climate change_English.pdf_38']",True,1,1.0
What are the primary global energy sources?,Climate change_English.pdf_58,"['Climate change_English.pdf_58', 'Climate change_English.pdf_4', 'Climate change_English.pdf_28', 'Climate change_English.pdf_20', 'Climate change_English.pdf_11', 'Climate change_English.pdf_37', 'Climate change_English.pdf_19', 'Climate change_English.pdf_14', 'Climate change_English.pdf_13', 'Climate change_English.pdf_16']",True,1,1.0
What is the proposed purpose of Solar Radiation Modification (SRM)?,Climate change_English.pdf_59,"['Climate change_English.pdf_59', 'Climate change_English.pdf_26', 'Climate change_English.pdf_28', 'Climate change_English.pdf_4', 'Climate change_English.pdf_36', 'Climate change_English.pdf_17', 'Climate change_English.pdf_25', 'Climate change_English.pdf_84', 'Climate change_English.pdf_94', 'Climate change_English.pdf_14']",True,1,1.0
What percentage of new electricity generation installed in 2023 was from renewables?,Climate change_English.pdf_60,"['Climate change_English.pdf_60', 'Climate change_English.pdf_61', 'Climate change_English.pdf_20', 'Climate change_English.pdf_13', 'Climate change_English.pdf_101', 'Climate change_English.pdf_6', 'Climate change_English.pdf_86', 'Climate change_English.pdf_10', 'Climate change_English.pdf_64', 'Climate change_English.pdf_4']",True,1,1.0
What percentage of electricity generation is expected to come from renewable sources by 2050 in some scenarios?,Climate change_English.pdf_61,"['Climate change_English.pdf_61', 'Climate change_English.pdf_60', 'Climate change_English.pdf_4', 'Climate change_English.pdf_20', 'Climate change_English.pdf_86', 'Climate change_English.pdf_52', 'Climate change_English.pdf_51', 'Climate change_English.pdf_1', 'Climate change_English.pdf_58', 'Climate change_English.pdf_5']",True,1,1.0
What are some obstacles to the continued rapid growth of clean energy?,Climate change_English.pdf_62,"['Climate change_English.pdf_62', 'Climate change_English.pdf_61', 'Climate change_English.pdf_60', 'Climate change_English.pdf_26', 'Climate change_English.pdf_2', 'Climate change_English.pdf_76', 'Climate change_English.pdf_78', 'Climate change_English.pdf_51', 'Climate change_English.pdf_3', 'Climate change_English.pdf_4']",True,1,1.0
What is the estimated number of annual air pollution deaths in 2016?,Climate change_English.pdf_63,"['Climate change_English.pdf_63', 'Climate change_English.pdf_25', 'Climate change_English.pdf_78', 'Climate change_English.pdf_26', 'Climate change_English.pdf_4', 'Climate change_English.pdf_0', 'Climate change_English.pdf_86', 'Climate change_English.pdf_6', 'Climate change_English.pdf_84', 'Climate change_English.pdf_52']",True,1,1.0
What is another major aspect of reducing emissions?,Climate change_English.pdf_64,"['Climate change_English.pdf_64', 'Climate change_English.pdf_67', 'Climate change_English.pdf_57', 'Climate change_English.pdf_32', 'Climate change_English.pdf_76', 'Climate change_English.pdf_66', 'Climate change_English.pdf_75', 'Climate change_English.pdf_4', 'Climate change_English.pdf_81', 'Climate change_English.pdf_78']",True,1,1.0
What are some strategies to reduce energy demand in the industrial sector?,Climate change_English.pdf_65,"['Climate change_English.pdf_65', 'Climate change_English.pdf_61', 'Climate change_English.pdf_68', 'Climate change_English.pdf_78', 'Climate change_English.pdf_57', 'Climate change_English.pdf_64', 'Climate change_English.pdf_1', 'Climate change_English.pdf_66', 'Climate change_English.pdf_19', 'Climate change_English.pdf_75']",True,1,1.0
What sector has the highest share of global emissions?,Climate change_English.pdf_66,"['Climate change_English.pdf_66', 'Climate change_English.pdf_1', 'Climate change_English.pdf_3', 'Climate change_English.pdf_20', 'Climate change_English.pdf_60', 'Climate change_English.pdf_78', 'Climate change_English.pdf_76', 'Climate change_English.pdf_81', 'Climate change_English.pdf_67', 'Climate change_English.pdf_52']",True,1,1.0
What percentage of land area is occupied by livestock?,Climate change_English.pdf_67,"['Climate change_English.pdf_23', 'Climate change_English.pdf_24', 'Climate change_English.pdf_67', 'Climate change_English.pdf_66', 'Climate change_English.pdf_33', 'Climate change_English.pdf_22', 'Climate change_English.pdf_21', 'Climate change_English.pdf_51', 'Climate change_English.pdf_28', 'Climate change_English.pdf_56']",True,3,0.3333333333333333
What percentage of industrial CO2 emissions come from steel and cement production?,Climate change_English.pdf_68,"['Climate change_English.pdf_68', 'Climate change_English.pdf_21', 'Climate change_English.pdf_20', 'Climate change_English.pdf_66', 'Climate change_English.pdf_33', 'Climate change_English.pdf_70', 'Climate change_English.pdf_30', 'Climate change_English.pdf_19', 'Climate change_English.pdf_1', 'Climate change_English.pdf_4']",True,1,1.0
What are some mature techniques for enhancing natural carbon sinks?,Climate change_English.pdf_69,"['Climate change_English.pdf_69', 'Climate change_English.pdf_68', 'Climate change_English.pdf_23', 'Climate change_English.pdf_73', 'Climate change_English.pdf_1', 'Climate change_English.pdf_5', 'Climate change_English.pdf_58', 'Climate change_English.pdf_4', 'Climate change_English.pdf_61', 'Climate change_English.pdf_22']",True,1,1.0
What methods can result in net negative emissions?,Climate change_English.pdf_70,"['Climate change_English.pdf_70', 'Climate change_English.pdf_78', 'Climate change_English.pdf_4', 'Climate change_English.pdf_31', 'Climate change_English.pdf_5', 'Climate change_English.pdf_24', 'Climate change_English.pdf_26', 'Climate change_English.pdf_21', 'Climate change_English.pdf_3', 'Climate change_English.pdf_10']",True,1,1.0
What is the process of adjustment to current or expected changes in climate and its effects called?,Climate change_English.pdf_71,"['Climate change_English.pdf_71', 'Climate change_English.pdf_1', 'Climate change_English.pdf_38', 'Climate change_English.pdf_2', 'Climate change_English.pdf_44', 'Climate change_English.pdf_7', 'Climate change_English.pdf_31', 'Climate change_English.pdf_0', 'Climate change_English.pdf_35', 'Climate change_English.pdf_57']",True,1,1.0
What are some options for reducing climate vulnerability?,Climate change_English.pdf_72,"['Climate change_English.pdf_72', 'Climate change_English.pdf_76', 'Climate change_English.pdf_2', 'Climate change_English.pdf_69', 'Climate change_English.pdf_54', 'Climate change_English.pdf_53', 'Climate change_English.pdf_57', 'Climate change_English.pdf_3', 'Climate change_English.pdf_75', 'Climate change_English.pdf_58']",True,1,1.0
What can help ecosystems adapt to climate change?,Climate change_English.pdf_73,"['Climate change_English.pdf_73', 'Climate change_English.pdf_3', 'Climate change_English.pdf_71', 'Climate change_English.pdf_47', 'Climate change_English.pdf_36', 'Climate change_English.pdf_55', 'Climate change_English.pdf_72', 'Climate change_English.pdf_80', 'Climate change_English.pdf_2', 'Climate change_English.pdf_49']",True,1,1.0
What are the main topics in the context of climate change?,Climate change_English.pdf_74,"['Climate change_English.pdf_3', 'Climate change_English.pdf_2', 'Climate change_English.pdf_38', 'Climate change_English.pdf_48', 'Climate change_English.pdf_49', 'Climate change_English.pdf_53', 'Climate change_English.pdf_1', 'Climate change_English.pdf_31', 'Climate change_English.pdf_87', 'Climate change_English.pdf_91']",False,0,0.0
What are some examples of adaptation methods for climate change?,Climate change_English.pdf_75,"['Climate change_English.pdf_75', 'Climate change_English.pdf_72', 'Climate change_English.pdf_2', 'Climate change_English.pdf_3', 'Climate change_English.pdf_1', 'Climate change_English.pdf_0', 'Climate change_English.pdf_16', 'Climate change_English.pdf_34', 'Climate change_English.pdf_17', 'Climate change_English.pdf_38']",True,1,1.0
What is the connection between limiting global warming and achieving the UN's Sustainable Development Goals?,Climate change_English.pdf_76,"['Climate change_English.pdf_76', 'Climate change_English.pdf_4', 'Climate change_English.pdf_56', 'Climate change_English.pdf_1', 'Climate change_English.pdf_26', 'Climate change_English.pdf_41', 'Climate change_English.pdf_15', 'Climate change_English.pdf_80', 'Climate change_English.pdf_57', 'Climate change_English.pdf_13']",True,1,1.0
What are the localized benefits of a coal phase-out?,Climate change_English.pdf_77,"['Climate change_English.pdf_77', 'Climate change_English.pdf_84', 'Climate change_English.pdf_75', 'Climate change_English.pdf_61', 'Climate change_English.pdf_58', 'Climate change_English.pdf_5', 'Climate change_English.pdf_4', 'Climate change_English.pdf_24', 'Climate change_English.pdf_3', 'Climate change_English.pdf_89']",True,1,1.0
What percentage of global greenhouse gas emissions is covered by carbon pricing as of 2019?,Climate change_English.pdf_78,"['Climate change_English.pdf_66', 'Climate change_English.pdf_78', 'Climate change_English.pdf_20', 'Climate change_English.pdf_4', 'Climate change_English.pdf_1', 'Climate change_English.pdf_15', 'Climate change_English.pdf_33', 'Climate change_English.pdf_52', 'Climate change_English.pdf_23', 'Climate change_English.pdf_86']",True,2,0.5
Who should pay the costs of climate adaptation according to proponents of climate justice?,Climate change_English.pdf_79,"['Climate change_English.pdf_79', 'Climate change_English.pdf_3', 'Climate change_English.pdf_71', 'Climate change_English.pdf_77', 'Climate change_English.pdf_52', 'Climate change_English.pdf_82', 'Climate change_English.pdf_75', 'Climate change_English.pdf_100', 'Climate change_English.pdf_87', 'Climate change_English.pdf_93']",True,1,1.0
What is the goal of the UNFCCC?,Climate change_English.pdf_80,"['Climate change_English.pdf_80', 'Climate change_English.pdf_76', 'Climate change_English.pdf_82', 'Climate change_English.pdf_56', 'Climate change_English.pdf_1', 'Climate change_English.pdf_4', 'Climate change_English.pdf_15', 'Climate change_English.pdf_3', 'Climate change_English.pdf_81', 'Climate change_English.pdf_97']",True,1,1.0
In which year did the Kyoto Protocol extend the UNFCCC and include legally binding commitments for developed countries to limit their emissions?,Climate change_English.pdf_81,"['Climate change_English.pdf_81', 'Climate change_English.pdf_83', 'Climate change_English.pdf_84', 'Climate change_English.pdf_82', 'Climate change_English.pdf_85', 'Climate change_English.pdf_80', 'Climate change_English.pdf_86', 'Climate change_English.pdf_63', 'Climate change_English.pdf_76', 'Climate change_English.pdf_79']",True,1,1.0
What was the goal of the Green Climate Fund?,Climate change_English.pdf_82,"['Climate change_English.pdf_82', 'Climate change_English.pdf_76', 'Climate change_English.pdf_85', 'Climate change_English.pdf_80', 'Climate change_English.pdf_83', 'Climate change_English.pdf_94', 'Climate change_English.pdf_20', 'Climate change_English.pdf_75', 'Climate change_English.pdf_1', 'Climate change_English.pdf_4']",True,1,1.0
How many countries have acceded to or ratified the Paris Agreement as of March 2025?,Climate change_English.pdf_83,"['Climate change_English.pdf_83', 'Climate change_English.pdf_86', 'Climate change_English.pdf_56', 'Climate change_English.pdf_4', 'Climate change_English.pdf_84', 'Climate change_English.pdf_63', 'Climate change_English.pdf_3', 'Climate change_English.pdf_80', 'Climate change_English.pdf_92', 'Climate change_English.pdf_82']",True,1,1.0
How much temperature rise is estimated to be avoided due to the Montreal Protocol's Kigali Amendment?,Climate change_English.pdf_84,"['Climate change_English.pdf_84', 'Climate change_English.pdf_41', 'Climate change_English.pdf_1', 'Climate change_English.pdf_82', 'Climate change_English.pdf_0', 'Climate change_English.pdf_15', 'Climate change_English.pdf_56', 'Climate change_English.pdf_24', 'Climate change_English.pdf_3', 'Climate change_English.pdf_26']",True,1,1.0
By what year does the EU aim to become carbon-neutral?,Climate change_English.pdf_85,"['Climate change_English.pdf_85', 'Climate change_English.pdf_15', 'Climate change_English.pdf_61', 'Climate change_English.pdf_82', 'Climate change_English.pdf_63', 'Climate change_English.pdf_4', 'Climate change_English.pdf_0', 'Climate change_English.pdf_86', 'Climate change_English.pdf_13', 'Climate change_English.pdf_83']",True,1,1.0
What are the greenhouse gas emissions reduction goals to limit global warming to 1.5 °C or 2 °C?,Climate change_English.pdf_86,"['Climate change_English.pdf_57', 'Climate change_English.pdf_15', 'Climate change_English.pdf_56', 'Climate change_English.pdf_63', 'Climate change_English.pdf_4', 'Climate change_English.pdf_58', 'Climate change_English.pdf_55', 'Climate change_English.pdf_3', 'Climate change_English.pdf_78', 'Climate change_English.pdf_70']",False,0,0.0
Where did climate change denial originate?,Climate change_English.pdf_87,"['Climate change_English.pdf_87', 'Climate change_English.pdf_88', 'Climate change_English.pdf_1', 'Climate change_English.pdf_94', 'Climate change_English.pdf_7', 'Climate change_English.pdf_3', 'Climate change_English.pdf_6', 'Climate change_English.pdf_8', 'Climate change_English.pdf_50', 'Climate change_English.pdf_89']",True,1,1.0
What are some common variants of climate denial?,Climate change_English.pdf_88,"['Climate change_English.pdf_88', 'Climate change_English.pdf_1', 'Climate change_English.pdf_3', 'Climate change_English.pdf_2', 'Climate change_English.pdf_0', 'Climate change_English.pdf_16', 'Climate change_English.pdf_38', 'Climate change_English.pdf_17', 'Climate change_English.pdf_87', 'Climate change_English.pdf_89']",True,1,1.0
What percentage of scientists agree that humans are causing climate change?,Climate change_English.pdf_89,"['Climate change_English.pdf_89', 'Climate change_English.pdf_97', 'Climate change_English.pdf_33', 'Climate change_English.pdf_23', 'Climate change_English.pdf_7', 'Climate change_English.pdf_100', 'Climate change_English.pdf_49', 'Climate change_English.pdf_95', 'Climate change_English.pdf_101', 'Climate change_English.pdf_1']",True,1,1.0
When did climate change come to international public attention?,Climate change_English.pdf_90,"['Climate change_English.pdf_90', 'Climate change_English.pdf_91', 'Climate change_English.pdf_92', 'Climate change_English.pdf_89', 'Climate change_English.pdf_87', 'Climate change_English.pdf_7', 'Climate change_English.pdf_49', 'Climate change_English.pdf_1', 'Climate change_English.pdf_80', 'Climate change_English.pdf_3']",True,1,1.0
What demographic groups are more likely to see climate change as a serious threat?,Climate change_English.pdf_91,"['Climate change_English.pdf_91', 'Climate change_English.pdf_3', 'Climate change_English.pdf_54', 'Climate change_English.pdf_38', 'Climate change_English.pdf_53', 'Climate change_English.pdf_52', 'Climate change_English.pdf_50', 'Climate change_English.pdf_47', 'Climate change_English.pdf_58', 'Climate change_English.pdf_31']",True,1,1.0
What is a common form of protest against climate change?,Climate change_English.pdf_92,"['Climate change_English.pdf_2', 'Climate change_English.pdf_100', 'Climate change_English.pdf_92', 'Climate change_English.pdf_93', 'Climate change_English.pdf_6', 'Climate change_English.pdf_1', 'Climate change_English.pdf_25', 'Climate change_English.pdf_91', 'Climate change_English.pdf_32', 'Climate change_English.pdf_3']",True,3,0.3333333333333333
What is a common method used by activists to push for climate action?,Climate change_English.pdf_93,"['Climate change_English.pdf_93', 'Climate change_English.pdf_36', 'Climate change_English.pdf_17', 'Climate change_English.pdf_1', 'Climate change_English.pdf_4', 'Climate change_English.pdf_84', 'Climate change_English.pdf_75', 'Climate change_English.pdf_79', 'Climate change_English.pdf_92', 'Climate change_English.pdf_6']",True,1,1.0
Who proposed the greenhouse effect to explain Earth's temperature?,Climate change_English.pdf_94,"['Climate change_English.pdf_94', 'Climate change_English.pdf_37', 'Climate change_English.pdf_17', 'Climate change_English.pdf_1', 'Climate change_English.pdf_98', 'Climate change_English.pdf_6', 'Climate change_English.pdf_7', 'Climate change_English.pdf_11', 'Climate change_English.pdf_18', 'Climate change_English.pdf_0']",True,1,1.0
"According to Arrhenius, what temperature increase is expected from doubling CO2 levels?",Climate change_English.pdf_95,"['Climate change_English.pdf_95', 'Climate change_English.pdf_15', 'Climate change_English.pdf_1', 'Climate change_English.pdf_6', 'Climate change_English.pdf_94', 'Climate change_English.pdf_40', 'Climate change_English.pdf_14', 'Climate change_English.pdf_51', 'Climate change_English.pdf_39', 'Climate change_English.pdf_31']",True,1,1.0
When were early discoveries related to climate change made?,Climate change_English.pdf_96,"['Climate change_English.pdf_7', 'Climate change_English.pdf_19', 'Climate change_English.pdf_96', 'Climate change_English.pdf_1', 'Climate change_English.pdf_99', 'Climate change_English.pdf_90', 'Climate change_English.pdf_8', 'Climate change_English.pdf_6', 'Climate change_English.pdf_0', 'Climate change_English.pdf_3']",True,3,0.3333333333333333
What percentage of climate experts agree that the Earth is getting warmer mostly due to human activity?,Climate change_English.pdf_97,"['Climate change_English.pdf_97', 'Climate change_English.pdf_33', 'Climate change_English.pdf_1', 'Climate change_English.pdf_6', 'Climate change_English.pdf_0', 'Climate change_English.pdf_100', 'Climate change_English.pdf_23', 'Climate change_English.pdf_17', 'Climate change_English.pdf_28', 'Climate change_English.pdf_80']",True,1,1.0
"Who found evidence that CO2 levels had been rising, and that the oceans would not absorb the increase?",Climate change_English.pdf_98,"['Climate change_English.pdf_98', 'Climate change_English.pdf_95', 'Climate change_English.pdf_33', 'Climate change_English.pdf_43', 'Climate change_English.pdf_94', 'Climate change_English.pdf_6', 'Climate change_English.pdf_19', 'Climate change_English.pdf_13', 'Climate change_English.pdf_21', 'Climate change_English.pdf_11']",True,1,1.0
When was the Intergovernmental Panel on Climate Change (IPCC) set up?,Climate change_English.pdf_99,"['Climate change_English.pdf_99', 'Climate change_English.pdf_80', 'Climate change_English.pdf_1', 'Climate change_English.pdf_3', 'Climate change_English.pdf_8', 'Climate change_English.pdf_9', 'Climate change_English.pdf_6', 'Climate change_English.pdf_37', 'Climate change_English.pdf_33', 'Climate change_English.pdf_81']",True,1,1.0
What is the level of agreement among scientists about the cause of climate change?,Climate change_English.pdf_100,"['Climate change_English.pdf_97', 'Climate change_English.pdf_1', 'Climate change_English.pdf_4', 'Climate change_English.pdf_6', 'Climate change_English.pdf_38', 'Climate change_English.pdf_100', 'Climate change_English.pdf_40', 'Climate change_English.pdf_89', 'Climate change_English.pdf_86', 'Climate change_English.pdf_91']",True,6,0.16666666666666666
"What was the average observed warming for the 2014–2023 decade, according to the text?",Climate change_English.pdf_101,"['Climate change_English.pdf_10', 'Climate change_English.pdf_101', 'Climate change_English.pdf_15', 'Climate change_English.pdf_13', 'Climate change_English.pdf_6', 'Climate change_English.pdf_8', 'Climate change_English.pdf_3', 'Climate change_English.pdf_14', 'Climate change_English.pdf_4', 'Climate change_English.pdf_11']",True,2,0.5
What is the current state of CO2 concentrations compared to the past?,Climate change_English.pdf_102,"['Climate change_English.pdf_1', 'Climate change_English.pdf_15', 'Climate change_English.pdf_20', 'Climate change_English.pdf_19', 'Climate change_English.pdf_13', 'Climate change_English.pdf_40', 'Climate change_English.pdf_22', 'Climate change_English.pdf_33', 'Climate change_English.pdf_102', 'Climate change_English.pdf_10']",True,9,0.1111111111111111
What has risen nearly twice as much as the global average temperature since the pre-industrial period?,Climate change_English.pdf_103,"['Climate change_English.pdf_11', 'Climate change_English.pdf_1', 'Climate change_English.pdf_0', 'Climate change_English.pdf_19', 'Climate change_English.pdf_103', 'Climate change_English.pdf_14', 'Climate change_English.pdf_6', 'Climate change_English.pdf_10', 'Climate change_English.pdf_8', 'Climate change_English.pdf_12']",True,5,0.2
गांधी ने नमक सत्याग्रह का नेतृत्व किसने किया था?,Dandi march_Hindi.pdf_0,"['Dandi march_Hindi.pdf_37', 'Dandi march_Hindi.pdf_41', 'Climate change_English.pdf_9', 'Dandi march_Hindi.pdf_39', 'Climate change_English.pdf_39', 'Dandi march_Hindi.pdf_34', 'Climate change_English.pdf_40', 'Dandi march_Hindi.pdf_9', 'Climate change_English.pdf_53', 'Climate change_English.pdf_54']",False,0,0.0
गांधी ने 6 अप्रैल 1930 को क्या किया था?,Dandi march_Hindi.pdf_1,"['Dandi march_Hindi.pdf_4', 'Climate change_English.pdf_43', 'Dandi march_Hindi.pdf_0', 'Climate change_English.pdf_80', 'Dandi march_Hindi.pdf_7', 'Climate change_English.pdf_97', 'Dandi march_Hindi.pdf_41', 'Amar Singh Chamkila_Punjabi.pdf_18', 'Dandi march_Hindi.pdf_9', 'Amar Singh Chamkila_Punjabi.pdf_19']",False,0,0.0
कांग्रेस पार्टी ने दांडी से कितनी दूरी पर धरसाना साल्टवर्क्स में सत्याग्रह करने की योजना बनाई?,Dandi march_Hindi.pdf_2,"['Dandi march_Hindi.pdf_37', 'Climate change_English.pdf_24', 'Dandi march_Hindi.pdf_2', 'Climate change_English.pdf_6', 'Dandi march_Hindi.pdf_40', 'Climate change_English.pdf_8', 'Dandi march_Hindi.pdf_6', 'Climate change_English.pdf_10', 'Dandi march_Hindi.pdf_32', 'Climate change_English.pdf_11']",True,3,0.3333333333333333
गांधी का सत्याग्रह अिभयान किस पर आधारित था?,Dandi march_Hindi.pdf_3,"['Dandi march_Hindi.pdf_37', 'Climate change_English.pdf_6', 'Dandi march_Hindi.pdf_41', 'Climate change_English.pdf_9', 'Dandi march_Hindi.pdf_3', 'Climate change_English.pdf_25', 'Dandi march_Hindi.pdf_30', 'Climate change_English.pdf_80', 'Dandi march_Hindi.pdf_0', 'Climate change_English.pdf_97']",True,5,0.2
गांधी के माचि टू दांडी की यात्रा कितनी दूरी की थी?,Dandi march_Hindi.pdf_4,"['Dandi march_Hindi.pdf_37', 'Dandi march_Hindi.pdf_6', 'Climate change_English.pdf_20', 'Dandi march_Hindi.pdf_24', 'Climate change_English.pdf_83', 'Dandi march_Hindi.pdf_2', 'Dandi march_Hindi.pdf_4', 'Amar Singh Chamkila_Punjabi.pdf_0', 'Dandi march_Hindi.pdf_32', 'Amar Singh Chamkila_Punjabi.pdf_18']",True,7,0.14285714285714285
कितने से अधिक भारतीयों को गिरफ्तार किया गया था सत्याग्रह के दौरान?,Dandi march_Hindi.pdf_5,"['Dandi march_Hindi.pdf_34', 'Climate change_English.pdf_20', 'Dandi march_Hindi.pdf_7', 'Climate change_English.pdf_69', 'Dandi march_Hindi.pdf_37', 'Climate change_English.pdf_81', 'Dandi march_Hindi.pdf_2', 'Climate change_English.pdf_91', 'Dandi march_Hindi.pdf_5', 'Climate change_English.pdf_2']",True,9,0.1111111111111111
दांडी सत्याग्रह का उद्देश्य क्या था?,Dandi march_Hindi.pdf_6,"['Dandi march_Hindi.pdf_30', 'Climate change_English.pdf_6', 'Dandi march_Hindi.pdf_6', 'Climate change_English.pdf_8', 'Dandi march_Hindi.pdf_37', 'Climate change_English.pdf_9', 'Dandi march_Hindi.pdf_24', 'Climate change_English.pdf_10', 'Dandi march_Hindi.pdf_3', 'Climate change_English.pdf_20']",True,3,0.3333333333333333
गांधीजी को किसने जेल से रिहा किया?,Dandi march_Hindi.pdf_7,"['Dandi march_Hindi.pdf_7', 'Climate change_English.pdf_21', 'Dandi march_Hindi.pdf_2', 'Climate change_English.pdf_53', 'Dandi march_Hindi.pdf_34', 'Climate change_English.pdf_54', 'Dandi march_Hindi.pdf_35', 'Climate change_English.pdf_59', 'Dandi march_Hindi.pdf_30', 'Climate change_English.pdf_70']",True,1,1.0
गांधीजी की ताकत का वर्णन किस प्रकार किया गया है?,Dandi march_Hindi.pdf_8,"['Dandi march_Hindi.pdf_8', 'Dandi march_Hindi.pdf_7', 'Dandi march_Hindi.pdf_4', 'Dandi march_Hindi.pdf_3', 'Dandi march_Hindi.pdf_35', 'Dandi march_Hindi.pdf_0', 'Dandi march_Hindi.pdf_2', 'Dandi march_Hindi.pdf_25', 'Dandi march_Hindi.pdf_32', 'Dandi march_Hindi.pdf_1']",True,1,1.0
किस तारीख को भारतीय राष्ट्रीय कांग्रेस द्वारा संप्रभुता और स्व-शासन की घोषणा की गई थी?,Dandi march_Hindi.pdf_9,"['Dandi march_Hindi.pdf_9', 'Climate change_English.pdf_9', 'Dandi march_Hindi.pdf_4', 'Climate change_English.pdf_24', 'Dandi march_Hindi.pdf_37', 'Climate change_English.pdf_25', 'Dandi march_Hindi.pdf_24', 'Climate change_English.pdf_35', 'Dandi march_Hindi.pdf_12', 'Climate change_English.pdf_43']",True,1,1.0
भारत में किस प्रकार की सरकार चाहिए?,Dandi march_Hindi.pdf_10,"['Climate change_English.pdf_86', 'Dandi march_Hindi.pdf_37', 'Football in India_Bengali.pdf_6', 'Dandi march_Hindi.pdf_10', 'Climate change_English.pdf_26', 'Dandi march_Hindi.pdf_18', 'Climate change_English.pdf_38', 'Dandi march_Hindi.pdf_17', 'Climate change_English.pdf_59', 'Dandi march_Hindi.pdf_16']",True,4,0.25
दांडी माच किस विषय से संबंधित है?,Dandi march_Hindi.pdf_11,"['Dandi march_Hindi.pdf_42', 'Climate change_English.pdf_44', 'Dandi march_Hindi.pdf_11', 'Climate change_English.pdf_64', 'Dandi march_Hindi.pdf_23', 'Climate change_English.pdf_75', 'Artificial Intelligence_Kannada.pdf_37', 'Climate change_English.pdf_97', 'Dandi march_Hindi.pdf_33', 'Climate change_English.pdf_1']",True,3,0.3333333333333333
गांधी की योजना को किस उद्देश्य से शुरू करने की थी?,Dandi march_Hindi.pdf_12,"['Dandi march_Hindi.pdf_37', 'Dandi march_Hindi.pdf_0', 'Climate change_English.pdf_95', 'Dandi march_Hindi.pdf_12', 'Climate change_English.pdf_6', 'Dandi march_Hindi.pdf_13', 'Climate change_English.pdf_8', 'Dandi march_Hindi.pdf_35', 'Climate change_English.pdf_9', 'Dandi march_Hindi.pdf_3']",True,4,0.25
गांधी जी ने अपने अंतिम भाषण में क्या कहा?,Dandi march_Hindi.pdf_13,"['Dandi march_Hindi.pdf_13', 'Climate change_English.pdf_8', 'Dandi march_Hindi.pdf_41', 'Climate change_English.pdf_7', 'Dandi march_Hindi.pdf_36', 'Climate change_English.pdf_10', 'Dandi march_Hindi.pdf_7', 'Climate change_English.pdf_16', 'Dandi march_Hindi.pdf_35', 'Climate change_English.pdf_19']",True,1,1.0
कांग्रेस के साथ गठबंधन समाप्त होने पर कौन जिम्मेदार होगा?,Dandi march_Hindi.pdf_14,"['Climate change_English.pdf_4', 'Dandi march_Hindi.pdf_14', 'Climate change_English.pdf_70', 'Climate change_English.pdf_42', 'Dandi march_Hindi.pdf_10', 'Climate change_English.pdf_15', 'Dandi march_Hindi.pdf_15', 'Climate change_English.pdf_33', 'Dandi march_Hindi.pdf_12', 'Climate change_English.pdf_51']",True,2,0.5
क्या नमक बनाना अपराध है?,Dandi march_Hindi.pdf_15,"['Dandi march_Hindi.pdf_37', 'Dandi march_Hindi.pdf_15', 'Climate change_English.pdf_24', 'Dandi march_Hindi.pdf_39', 'Climate change_English.pdf_6', 'Climate change_English.pdf_10', 'Climate change_English.pdf_74', 'Climate change_English.pdf_17', 'Climate change_English.pdf_89', 'Climate change_English.pdf_31']",True,2,0.5
क्या स्थानीय नेता का आदेशों का पालन करना चाहिए?,Dandi march_Hindi.pdf_16,"['Dandi march_Hindi.pdf_16', 'Climate change_English.pdf_79', 'Amar Singh Chamkila_Punjabi.pdf_8', 'Climate change_English.pdf_20', 'Artificial Intelligence_Kannada.pdf_19', 'Climate change_English.pdf_24', 'Amar Singh Chamkila_Punjabi.pdf_4', 'Climate change_English.pdf_39', 'Football in India_Bengali.pdf_13', 'Climate change_English.pdf_52']",True,1,1.0
